0.75986289978,20,5,20
0.761745929718,20,5,20
0.775323867798,20,5,20
0.713063001633,20,5,20
0.782731056213,20,5,20
0.717070102692,20,5,20
0.729518890381,20,5,20
0.834555149078,20,5,20
7.40221810341,500,1,20
7.67944216728,500,1,20
7.77619791031,500,1,20
7.45236992836,500,1,20
7.54154896736,500,1,20
7.40400409698,500,1,20
7.4974219799,500,1,20
7.56676197052,500,1,20
8.13928413391,500,1,20
8.34827899933,500,1,20
3.30449604988,3,100,20
3.0708501339,3,100,20
3.24077486992,3,100,20
3.9284119606,3,100,20
3.83997511864,3,100,20
14.4222118855,1000,1,20
14.2747900486,1000,1,20
14.4451520443,1000,1,20
14.2196741104,1000,1,20
14.6363430023,1000,1,20
14.356705904,1000,1,20
15.5143380165,1000,1,20
17.4275720119,1000,1,20
18.7348659039,1000,1,20
18.3491790295,1000,1,20
3.3013420105,3,100,20
3.30090093613,5,100,20
3.73353505135,5,100,20
3.29422497749,5,100,20
3.74925303459,5,100,20
3.94378709793,3,100,20
8.81441807747,3,100,20
8.80568408966,3,100,20
8.50849509239,5,100,20
8.63334989548,5,100,20
8.69560289383,5,100,20
12.9061088562,3,100,20
8.79433202744,5,100,20
8.96637988091,5,100,20
9.04362988472,5,100,20
3.08088588715,100,1,20
3.02272081375,100,1,20
3.25644111633,100,1,20
3.28526091576,100,1,20
3.87755799294,10,100,20
3.20597100258,100,1,20
4.08653903008,10,100,20
10.2699790001,10,100,20
10.4979240894,10,100,20
10.3200438023,10,100,20
10.2751059532,10,100,20
10.104377985,10,100,20
10.2728981972,10,100,20
10.5230801105,10,100,20
13.1855268478,10,100,20
2.46390199661,30,10,20
2.51346182823,30,10,20
3.09586000443,100,1,20
3.11161017418,100,1,20
3.18065404892,100,1,20
3.12353086472,100,1,20
2.5034468174,30,10,20
3.46651101112,100,1,20
2.44760107994,30,10,20
2.56567621231,30,10,20
2.59112119675,30,10,20
2.63771796227,30,10,20
3.58528995514,30,10,20
4.83886003494,30,10,20
6.16427206993,30,10,20
3.43166995049,50,10,20
3.46101307869,50,10,20
3.48088717461,50,10,20
4.19110417366,50,10,20
5.69562911987,100,10,20
5.73097300529,100,10,20
4.49110507965,50,10,20
4.6040251255,50,10,20
4.64925718307,50,10,20
5.68391394615,100,10,20
6.23282003403,50,10,20
8.16505694389,100,10,20
6.5930390358,50,10,20
9.82577490807,100,10,20
7.09805202484,100,10,20
7.26249194145,100,10,20
7.45774793625,100,10,20
8.4248020649,100,10,20
9.06133794785,100,10,20
